state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid,Cluster
0,4175,541,4063,24,30,54,10,26,36,105,13,3040,2
1,2755,255,2677,8,14,22,2,16,18,56,7,2111,1
10,3841,786,3688,12,20,32,13,21,34,62,34,2453,2
13,3849,212,3751,4,15,19,5,13,18,62,5,1911,1
0,4175,541,4063,12,23,35,12,21,33,102,13,3031,2
1,2755,255,2677,10,13,23,9,14,23,50,8,2066,1
2,2939,332,2781,3,9,12,2,19,21,45,4,1945,1
10,3841,786,3688,16,13,29,10,7,17,68,39,2333,2
13,3849,212,3751,2,8,10,4,6,10,63,5,1869,1
0,4175,541,4063,10,16,26,10,22,32,96,5,3037,2
1,2755,255,2677,12,13,25,5,8,13,49,9,2080,1
10,3841,786,3688,13,9,22,5,13,18,67,40,2316,2
13,3849,212,3751,5,9,14,4,9,13,61,7,1908,1
1,2755,255,2677,11,12,23,10,8,18,102,9,2108,1
5,2108,155,2025,2,9,11,2,10,12,31,3,1296,1
10,3841,786,3688,8,7,15,10,9,19,62,36,2408,2
11,4978,1260,4832,21,37,58,26,11,37,130,54,2684,0
13,3849,212,3751,9,16,25,6,8,14,69,6,2016,1
1,2755,255,2677,6,26,32,8,8,16,53,3,2234,1
2,2939,332,2781,3,18,21,1,10,11,39,4,2117,1
7,504,52,485,2,3,5,3,5,8,12,3,385,1
10,3841,786,3688,5,12,17,4,12,16,65,34,2461,2
13,3849,212,3751,3,12,15,6,18,24,61,4,2167,1
14,609,83,585,6,7,13,3,4,7,13,5,293,1
1,2755,255,2677,9,20,29,6,13,19,58,6,2269,1
10,3841,786,3688,6,10,16,11,24,35,56,26,2536,2
1,2755,255,2677,8,16,24,8,5,13,66,4,2239,1
3,1351,129,1273,3,12,15,1,10,11,39,3,1047,1
10,3841,786,3688,9,16,25,7,12,19,60,29,2499,2
0,4175,541,4063,15,24,39,18,14,32,100,25,3072,2
1,2755,255,2677,9,17,26,5,9,14,73,8,2125,1
10,3841,786,3688,14,17,31,4,9,13,66,39,2544,2
0,4175,541,4063,9,26,35,7,18,25,100,24,3077,2
1,2755,255,2677,10,11,21,12,10,22,62,4,2157,1
10,3841,786,3688,15,21,36,10,15,25,73,41,2468,2
13,3849,212,3751,6,7,13,4,9,13,56,10,2036,1
1,2755,255,2677,11,18,29,3,13,16,60,14,2241,1
6,5184,462,5093,1,28,29,1,14,15,103,4,3175,2
10,3841,786,3688,7,13,20,10,8,18,81,39,2350,2
13,3849,212,3751,5,17,22,7,6,13,68,7,1959,1
1,2755,255,2677,14,18,32,19,11,30,57,6,2284,1
10,3841,786,3688,2,7,9,8,6,14,80,34,2372,2
13,3849,212,3751,6,10,16,3,13,16,64,6,2081,1
1,2755,255,2677,4,12,16,6,12,18,55,4,2290,1
3,1351,129,1273,3,7,10,1,10,11,24,3,1022,1
10,3841,786,3688,15,10,25,7,15,22,76,33,2446,2
13,3849,212,3751,10,20,30,5,16,21,63,9,1022,1
1,2755,255,2677,6,22,28,3,7,10,60,6,2350,1
2,2939,332,2781,1,16,17,1,11,12,35,4,2192,1
10,3841,786,3688,10,18,28,7,21,28,76,42,2584,2
13,3849,212,3751,11,10,21,11,11,22,55,5,2142,1
1,2755,255,2677,11,19,30,12,10,22,66,5,2303,1
2,2939,332,2781,1,14,15,1,12,13,37,4,2137,1
3,1351,129,1273,4,2,6,2,5,7,22,4,1064,1
10,3841,786,3688,15,17,32,8,27,35,70,49,2612,2
13,3849,212,3751,6,8,14,2,10,12,53,8,1023,1
0,4175,541,4063,16,25,41,14,22,36,90,11,3167,2
1,2755,255,2677,12,14,26,9,16,25,57,8,2209,1
2,2939,332,2781,1,13,14,2,15,17,35,3,2022,1
10,3841,786,3688,8,12,20,14,8,22,73,46,2564,2
13,3849,212,3751,8,10,18,7,14,21,44,6,2132,1
0,4175,541,4063,10,23,33,13,15,28,92,8,3124,2
1,2755,255,2677,10,17,27,10,9,19,54,7,2158,1
10,3841,786,3688,7,11,18,9,16,25,63,41,2460,2
13,3849,212,3751,6,12,18,1,10,11,43,8,2017,1
1,2755,255,2677,11,9,20,12,7,19,51,9,2187,1
10,3841,786,3688,8,9,17,11,6,17,67,38,2447,2
1,2755,255,2677,5,18,23,7,8,15,60,3,2188,1
10,3841,786,3688,7,11,18,6,6,12,74,41,2478,2
1,2755,255,2677,8,11,19,5,5,10,57,5,2298,1
10,3841,786,3688,8,14,22,12,22,34,68,36,2556,2
1,2755,255,2677,6,19,25,8,6,14,64,3,2229,1
10,3841,786,3688,5,17,22,2,17,19,70,37,2550,2
0,4175,541,4063,6,26,32,12,28,40,74,5,3169,2
1,2755,255,2677,5,16,21,4,20,24,58,4,2254,1
10,3841,786,3688,5,7,12,7,19,26,57,35,2574,2
13,3849,134,3751,5,18,23,1,12,13,60,4,2637,1
0,4175,541,4063,20,24,44,15,12,27,78,18,2956,2
1,2755,255,2677,9,10,19,9,16,25,47,7,2116,1
10,3841,786,3688,8,9,17,7,10,17,51,35,2528,2
13,3849,134,3751,11,8,19,7,11,18,52,10,2510,1
0,4175,541,4063,18,17,35,8,11,19,81,23,2954,2
1,2755,255,2677,10,21,31,7,8,15,53,8,2114,1
13,3849,134,3751,12,10,22,8,17,25,45,10,2402,1
0,4175,541,4063,16,17,33,12,13,25,85,20,2886,2
1,2755,255,2677,7,13,20,8,6,14,55,3,2105,1
10,3841,786,3688,5,7,12,3,11,14,48,33,2342,2
13,3849,134,3751,2,13,15,6,10,16,51,6,1869,1
0,4175,541,4063,8,31,39,16,20,36,90,14,3026,2
1,2755,255,2677,11,12,23,3,8,11,56,10,2257,1
3,1351,119,1273,4,3,7,1,6,7,20,4,957,1
10,3841,786,3688,6,9,15,7,14,21,44,38,2284,2
13,3849,134,3751,6,6,12,7,10,17,46,4,2334,1
0,4175,541,4063,8,38,46,7,31,38,98,8,2590,2
1,2755,255,2677,3,19,22,6,14,20,54,3,2292,1
10,3841,786,3688,5,11,16,7,7,14,51,28,2332,2
13,3849,134,3751,8,16,24,3,4,7,56,7,2479,1
10,3841,786,3688,4,9,13,4,9,13,50,28,2475,2
13,3849,134,3751,3,15,18,2,15,17,55,8,2509,1
1,2755,255,2677,9,19,28,7,8,15,58,6,2275,1
10,3841,786,3688,5,10,15,27,13,40,50,5,2551,2
13,3849,134,3751,4,10,14,7,9,16,51,3,2083,1
0,4175,541,4063,17,35,52,8,15,23,116,10,3177,2
3,1351,119,1273,3,12,15,1,6,7,26,3,1023,1
10,3841,786,3688,4,10,14,1,15,16,44,8,2503,2
13,3849,134,3751,10,13,23,3,8,11,54,8,2091,1
0,4175,541,4063,13,26,39,10,21,31,112,13,3082,2
1,2755,255,2677,5,14,19,3,4,7,65,4,2147,1
10,3841,786,3688,5,15,20,3,10,13,46,9,2419,2
13,3849,134,3751,3,19,22,2,12,14,60,6,1942,1
10,3841,786,3688,2,6,8,2,13,15,43,10,2344,2
13,3849,134,3751,6,13,19,3,8,11,57,7,1947,1
0,4175,541,4063,8,26,34,11,21,32,101,10,2659,2
2,2939,332,2781,3,9,12,1,16,17,31,4,2072,1
10,3841,786,3688,3,8,11,2,12,14,39,8,2436,2
13,3849,134,3751,6,12,18,3,6,9,69,10,1948,1
1,2755,255,2677,8,22,30,3,9,12,56,6,2097,1
10,3841,786,3688,6,7,13,1,13,14,36,10,2497,2
13,3849,134,3751,5,18,23,4,15,19,70,11,2101,1
2,2939,332,2781,1,12,13,2,8,10,33,4,1471,1
10,3841,786,3688,7,6,13,10,7,17,35,7,2601,2
13,3849,134,3751,12,20,32,13,15,28,77,6,2213,1
10,3841,786,3688,5,4,9,3,9,12,29,9,2615,2
13,3849,134,3751,9,8,17,4,17,21,65,8,2220,1
10,3841,786,3688,4,7,11,4,7,11,33,9,2607,2
13,3867,152,3769,10,10,20,2,11,13,58,11,2174,1
0,4175,541,4063,14,30,44,19,25,44,116,18,3127,2
1,2755,255,2677,7,10,17,4,8,12,67,9,2095,1
10,3841,786,3688,4,15,19,7,10,17,40,6,2521,2
13,3867,152,3769,8,18,26,6,5,11,71,9,2018,1
0,4175,541,4063,5,21,26,18,26,44,108,9,3172,2
1,2755,255,2677,11,19,30,11,15,26,66,8,2195,1
10,3841,786,3688,4,7,11,1,6,7,41,9,2421,2
0,4175,541,4063,1,29,30,16,34,50,101,9,3100,2
1,2755,255,2677,10,23,33,8,19,27,60,8,2059,1
10,3841,786,3688,3,8,11,6,2,8,47,7,2454,2
13,3867,152,3769,5,17,22,7,11,18,62,6,1883,1
1,2755,255,2677,6,14,20,7,15,22,62,6,2135,1
6,5184,462,5093,7,23,30,1,6,7,93,8,3118,2
10,3841,786,3688,8,11,19,3,16,19,40,12,2557,2
13,3867,152,3769,6,22,28,3,8,11,75,7,2006,1
0,4175,541,4063,8,38,46,9,33,42,123,7,3153,2
3,1351,119,1273,3,5,8,3,7,10,25,3,976,1
10,3841,786,3688,3,6,9,5,9,14,40,10,2595,2
13,3867,152,3769,9,18,27,2,11,13,80,11,2077,1
1,2755,255,2677,7,22,29,1,10,11,64,7,2175,1
2,2939,332,2781,2,14,16,1,15,16,41,3,2144,1
10,3841,786,3688,2,11,13,6,14,20,39,6,2329,2
13,3867,152,3769,15,27,42,12,12,24,87,7,2111,1
0,4175,541,4063,12,40,52,16,27,43,124,13,3153,2
1,2755,255,2677,3,18,21,7,8,15,61,4,2139,1
10,3841,786,3688,2,10,12,1,10,11,40,6,2553,2
13,3867,152,3769,13,12,25,5,13,18,82,11,2096,1
14,609,83,585,8,5,13,7,3,10,14,5,508,1
0,4175,541,4063,17,41,58,9,26,35,139,20,3127,2
6,5184,459,5093,2,31,33,1,11,12,131,4,3132,2
10,3841,786,3688,7,14,21,5,13,18,39,8,2419,2
13,3867,152,3769,11,27,38,8,21,29,88,7,1943,1
0,4175,541,4063,9,55,64,12,20,32,168,21,3166,2
10,3841,786,3688,2,9,11,5,10,15,36,5,2284,2
13,3867,152,3769,1,23,24,4,7,11,96,3,853,1
14,609,83,585,7,7,14,3,4,7,20,7,457,1
6,5184,459,5093,2,26,28,1,12,13,154,3,3179,2
10,3841,786,3688,4,2,6,1,7,8,32,8,2424,2
13,3867,152,3769,7,27,34,1,11,12,104,10,2028,1
14,609,83,585,8,11,19,2,7,9,23,7,435,1
10,3841,786,3688,3,9,12,1,10,11,32,11,2574,2
13,3867,152,3769,6,30,36,5,25,30,106,11,2079,1
14,609,83,585,4,11,15,3,9,12,21,6,458,1
2,2939,332,2781,2,22,24,3,17,20,51,4,2129,1
10,3841,786,3688,9,9,18,5,10,15,29,15,2589,2
13,3867,152,3769,5,34,39,7,20,27,113,12,2170,1
14,609,83,585,11,13,24,7,4,11,26,11,509,1
1,2755,255,2677,10,23,33,7,12,19,79,4,2282,1
4,1259,82,1194,3,18,21,2,20,22,55,3,825,1
5,2108,155,2025,3,20,23,1,17,18,45,4,1383,1
10,3841,786,3688,5,12,17,11,5,16,36,8,2567,2
13,3867,152,3769,7,32,39,5,13,18,116,14,2247,1
14,609,83,585,5,11,16,4,8,12,34,8,500,1
2,2939,332,2781,2,17,19,1,17,18,52,7,1938,1
5,2108,155,2025,1,15,16,1,23,24,38,5,1395,1
10,3841,655,3688,3,13,16,1,6,7,40,9,2514,2
13,3867,170,3769,5,30,35,5,19,24,124,15,2210,1
14,609,83,585,6,16,22,2,5,7,25,6,515,1
0,4175,465,4063,8,41,49,12,32,44,164,18,3204,2
1,2755,255,2677,9,25,34,3,7,10,81,6,2090,1
5,2108,155,2025,1,14,15,2,8,10,47,4,1330,1
10,3859,509,3706,2,11,13,6,6,12,50,4,2410,2
13,3879,168,3781,5,35,40,5,19,24,134,16,2108,1
0,4175,465,4063,12,40,52,9,32,41,164,15,3211,2
3,1351,119,1273,3,9,12,3,7,10,38,4,1007,1
6,5184,459,5093,3,51,54,2,28,30,165,4,2806,2
10,4010,536,3856,4,11,15,4,10,14,53,4,2345,2
13,3879,168,3781,7,24,31,8,22,30,132,13,2056,1
14,609,83,585,4,13,17,2,5,7,28,6,496,1
2,2939,332,2781,3,25,28,2,26,28,58,3,2088,1
3,1351,119,1273,2,13,15,3,9,12,42,3,1016,1
5,2108,155,2025,2,18,20,2,12,14,61,5,1279,1
6,5184,459,5093,2,36,38,3,27,30,156,3,3159,2
10,4010,536,3856,2,15,17,2,8,10,62,4,2442,2
13,3879,195,3781,15,43,58,8,19,27,154,17,2068,1
14,609,83,585,3,16,19,4,7,11,26,4,490,1
1,2755,292,2677,4,29,33,3,16,19,86,3,2153,1
2,2939,332,2781,1,29,30,1,24,25,62,3,2104,1
5,2108,155,2025,1,21,22,1,20,21,62,5,1291,1
10,3672,536,3518,2,10,12,2,12,14,62,4,2358,2
13,3879,195,3781,6,27,33,1,22,23,140,15,2117,1
14,609,83,585,4,13,17,3,6,9,24,3,516,1
10,3672,532,3518,5,12,17,5,14,19,54,4,2440,2
13,3879,195,3781,3,33,36,10,27,37,142,8,2146,1
14,609,83,585,5,13,18,3,7,10,20,4,518,1
10,3672,532,3518,7,16,23,6,17,23,52,5,2421,2
13,3889,205,3791,11,32,43,8,26,34,143,12,2175,1
14,609,83,585,7,13,20,3,6,9,20,7,532,1
0,4175,467,4063,16,56,72,10,34,44,165,20,3088,2
5,2258,182,2171,4,25,29,1,23,24,71,4,1388,1
10,3672,532,3518,6,17,23,2,13,15,59,9,2463,2
13,3889,205,3791,4,51,55,6,34,40,152,9,2146,1
14,609,83,585,5,14,19,4,10,14,19,4,519,1
0,4175,467,4063,15,45,60,15,22,37,182,21,3107,2
1,2755,292,2677,12,26,38,5,14,19,88,9,2044,1
6,5184,452,5089,4,53,57,2,34,36,177,8,3174,2
10,3672,532,3518,2,19,21,6,8,14,70,5,2303,2
13,3889,205,3791,3,27,30,4,34,38,142,11,2024,1
14,609,83,585,8,6,14,2,9,11,14,9,452,1
0,4175,467,4063,12,47,59,6,33,39,179,20,2977,2
1,2755,292,2677,8,24,32,8,12,20,94,6,2080,1
5,2258,182,2171,2,22,24,2,24,26,78,6,1394,1
10,3672,532,3518,4,17,21,4,6,10,78,5,2249,2
13,3889,205,3791,12,30,42,5,20,25,142,17,1978,1
14,609,83,585,8,6,14,6,4,10,14,8,418,1
1,2755,292,2677,8,27,35,6,19,25,92,6,2109,1
2,2939,332,2781,1,19,20,1,20,21,79,3,2020,1
5,2258,182,2171,3,24,27,4,18,22,84,5,1404,1
10,3672,532,3518,2,14,16,3,18,21,70,3,2269,2
13,3889,201,3791,12,25,37,8,19,27,145,10,2086,1
14,609,83,585,8,6,14,5,5,10,13,7,437,1
1,2755,292,2677,4,25,29,5,16,21,97,3,2145,1
3,1351,119,1295,4,15,19,2,10,12,51,4,1009,1
5,2258,182,2171,1,23,24,1,25,26,80,4,1475,1
10,3672,532,3518,3,22,25,1,23,24,71,4,2380,2
13,3889,201,3791,14,41,55,12,33,45,143,11,2091,1
1,2755,292,2677,4,32,36,6,17,23,93,3,2060,1
2,2939,332,2781,3,36,39,2,34,36,84,5,2075,1
5,2258,182,2171,6,41,47,4,26,30,93,6,1481,1
10,3672,532,3518,2,14,16,3,16,19,68,5,2413,2
12,1590,410,1545,1,26,27,1,21,22,65,3,1207,1
13,3889,230,3791,13,34,47,13,26,39,156,8,2135,1
14,609,83,585,8,11,19,8,5,13,18,7,517,1
1,2755,292,2677,8,31,39,2,22,24,104,8,2148,1
2,2939,332,2781,2,30,32,1,28,29,87,6,2030,1
12,1590,410,1545,2,16,18,1,15,16,67,4,1255,1
13,3889,230,3791,10,47,57,12,28,40,170,5,2091,1
1,2755,292,2677,7,31,38,4,20,24,100,9,2080,1
5,2258,213,2171,3,19,22,4,26,30,89,8,1396,1
6,5184,466,5089,2,77,79,2,37,39,176,6,3126,2
10,3672,532,3518,4,28,32,3,18,21,88,6,2271,2
12,1590,410,1545,1,22,23,1,13,14,65,4,1184,1
13,3889,230,3791,11,29,40,8,35,43,80,7,2022,1
14,609,83,591,5,19,24,9,5,14,19,8,451,1
0,4175,477,4063,10,40,50,15,30,45,150,19,2948,2
1,2755,292,2677,7,22,29,8,16,24,91,7,1905,1
2,2939,332,2781,2,27,29,2,27,29,87,7,1792,1
5,2258,213,2171,3,22,25,4,29,33,80,7,1279,1
6,5184,466,5089,4,38,42,1,31,32,165,6,3061,2
12,1590,410,1545,1,9,10,1,23,24,57,4,1081,1
13,3889,230,3791,8,38,46,9,30,39,155,7,1941,1
14,609,83,591,4,12,16,3,4,7,21,8,408,1
0,4175,477,4063,10,28,38,9,27,36,143,19,2809,2
1,2755,292,2677,4,32,36,3,9,12,108,9,1894,1
2,2939,332,2781,2,13,15,2,31,33,69,7,1754,1
5,2258,213,2171,3,27,30,2,21,23,84,8,1298,1
10,3672,532,3518,3,29,32,2,14,16,76,4,2070,2
12,1590,410,1549,3,16,19,2,18,20,55,5,1043,1
13,3889,230,3791,10,22,32,4,15,19,154,11,1848,1
14,609,83,591,5,11,16,6,2,8,21,6,356,1
0,4175,477,4063,7,41,48,20,27,47,139,14,3042,2
1,2755,296,2677,7,34,41,4,17,21,112,15,1999,1
2,2939,332,2781,1,34,35,4,24,28,79,4,1930,1
6,5184,466,5089,1,49,50,5,36,41,170,3,2437,2
10,3672,532,3518,2,38,40,1,16,17,83,4,2159,2
13,3889,230,3791,7,35,42,2,31,33,152,19,1897,1
14,609,83,591,3,10,13,5,2,7,24,4,357,1
1,2755,296,2677,8,25,33,13,27,40,92,8,2107,1
2,2939,332,2781,3,28,31,4,30,34,76,7,2082,1
5,2218,213,2131,3,31,34,2,29,31,72,5,1436,1
6,5184,466,5089,2,59,61,1,34,35,173,4,2955,2
10,3672,532,3518,4,31,35,2,28,30,100,5,2352,2
12,1590,410,1549,2,22,24,1,13,14,66,3,1186,1
13,3889,230,3791,6,33,39,7,41,48,145,16,1998,1
14,609,83,591,6,17,23,5,6,11,28,4,413,1
1,2755,296,2677,5,41,46,5,18,23,101,8,2264,1
2,2939,332,2781,1,43,44,4,28,32,92,4,2111,1
5,2218,213,2131,3,32,35,1,28,29,76,6,1480,1
10,3672,532,3518,5,28,33,3,23,26,109,7,2381,2
13,3889,230,3791,9,23,32,7,34,41,129,12,2129,1
14,609,83,591,9,11,20,2,9,11,22,9,471,1
1,2755,296,2677,5,52,57,4,15,19,122,9,2204,1
5,2218,213,2131,1,35,36,2,17,19,94,5,1472,1
10,3672,532,3518,1,29,30,2,23,25,115,6,2374,2
12,1590,410,1549,1,35,36,1,17,18,87,4,1265,1
13,3889,230,3791,7,33,40,5,30,35,120,11,2172,1
14,609,83,591,9,10,19,7,5,12,21,9,494,1
0,4175,477,4063,10,44,54,18,38,56,140,10,3192,2
1,2755,296,2677,12,33,45,6,26,32,120,14,2074,1
2,2939,332,2781,4,34,38,6,33,39,89,3,1942,1
5,2218,213,2131,2,21,23,1,20,21,91,6,1496,1
6,5184,466,5089,2,61,63,5,28,33,215,6,3210,2
10,3672,532,3518,8,29,37,7,32,39,120,6,2328,2
12,1590,410,1549,2,17,19,2,20,22,82,4,1223,1
13,3889,230,3791,10,28,38,3,20,23,126,15,2151,1
14,609,83,591,6,10,16,3,5,8,23,9,506,1
0,4175,477,4063,22,50,72,14,24,38,156,17,3078,2
1,2755,296,2677,4,21,25,7,19,26,118,12,2149,1
3,1351,117,1295,3,18,21,3,16,19,67,7,920,1
5,2218,213,2131,2,23,25,2,33,35,79,6,1438,1
6,5184,466,5089,1,57,58,2,51,53,188,5,2377,2
10,3672,532,3518,1,36,37,4,25,29,127,3,2295,2
12,1590,410,1549,2,28,30,1,27,28,83,5,1150,1
13,3889,230,3791,3,26,29,10,13,23,118,7,1998,1
14,609,83,591,4,5,9,5,4,9,21,4,465,1
0,4175,477,4063,23,43,66,10,29,39,164,25,3156,2
1,2755,296,2677,6,29,35,6,17,23,116,7,2134,1
2,2939,332,2781,2,14,16,3,14,17,87,4,2023,1
5,2218,213,2131,3,24,27,2,23,25,83,6,1386,1
12,1590,410,1549,2,17,19,3,20,23,80,4,1191,1
13,3889,230,3791,4,28,32,5,15,20,123,6,1954,1
14,609,83,591,4,9,13,3,6,9,22,5,436,1
0,4175,477,4063,19,39,58,13,32,45,158,22,3110,2
1,2755,296,2677,7,46,53,8,20,28,127,5,2093,1
2,2939,332,2781,1,36,37,1,34,35,88,4,2028,1
5,2218,213,2131,2,24,26,1,17,18,89,6,1351,1
10,3672,532,3518,3,21,24,2,43,45,103,5,2207,2
13,3889,230,3791,3,26,29,4,19,23,129,5,1976,1
14,609,83,591,6,9,15,6,5,11,24,3,433,1
0,4175,477,4063,9,30,39,12,38,50,142,24,3208,2
1,2755,302,2677,8,37,45,7,17,24,129,6,2098,1
10,3672,532,3518,3,34,37,3,28,31,115,6,2273,2
13,3889,230,3791,6,25,31,5,16,21,132,5,2154,1
14,609,83,591,6,4,10,3,9,12,19,5,456,1
1,2755,302,2677,5,38,43,5,13,18,137,6,2128,1
2,2939,332,2781,2,31,33,3,32,35,83,3,2145,1
5,2218,213,2131,1,25,26,2,29,31,87,4,1491,1
10,3672,532,3518,3,31,34,4,21,25,129,5,2392,2
13,3889,230,3791,3,25,28,2,28,30,122,4,2230,1
14,609,83,591,6,9,15,6,11,17,17,5,512,1
1,2755,302,2677,9,40,49,3,31,34,132,12,2116,1
5,2218,221,2131,2,21,23,3,22,25,86,5,1479,1
12,1590,410,1549,2,26,28,1,20,21,74,3,1247,1
13,3889,230,3791,3,14,17,3,25,28,106,5,2227,1
14,609,83,591,7,4,11,7,6,13,15,4,535,1
0,4175,477,4063,7,25,32,10,25,35,124,4,3123,2
1,2755,302,2677,9,37,46,7,29,36,137,4,2086,1
2,2939,332,2781,3,28,31,3,25,28,86,3,1915,1
5,2218,221,2131,1,18,19,2,34,36,71,4,1496,1
6,5184,466,5085,2,53,55,5,34,39,173,5,3199,2
12,1590,410,1549,1,18,19,1,13,14,79,3,1215,1
13,3889,230,3791,5,21,26,1,19,20,101,6,2205,1
14,609,83,591,7,2,9,3,5,8,12,8,545,1
0,4175,477,4063,13,30,43,9,18,27,124,11,3200,2
5,2218,221,2131,2,13,15,2,26,28,60,4,1461,1
6,5184,466,5085,3,43,46,1,27,28,166,6,2340,2
10,3672,532,3518,7,24,31,6,31,37,130,6,2296,2
12,1590,410,1549,2,9,11,2,21,23,67,3,1172,1
13,3889,230,3791,5,19,24,3,23,26,86,5,2085,1
1,2755,302,2677,6,22,28,5,25,30,95,9,2118,1
5,2218,221,2131,5,17,22,2,21,23,58,6,1406,1
13,3889,230,3791,9,19,28,6,12,18,90,7,1991,1
1,2755,312,2673,9,20,29,5,21,26,89,9,2096,1
1,2755,312,2673,7,41,48,8,25,33,103,7,2124,1
5,2218,221,2131,2,7,9,4,22,26,31,6,1094,1
10,4010,562,3856,4,14,18,5,23,28,99,5,2540,2
12,1590,410,1549,2,8,10,1,20,21,43,3,1319,1
13,3889,230,3791,1,28,29,3,21,24,105,4,2198,1
1,2755,312,2673,5,40,45,4,18,22,112,7,2116,1
5,2218,221,2131,1,17,18,3,10,13,37,4,1472,1
7,504,52,485,2,3,5,1,6,7,16,5,384,1
13,3889,230,3791,5,12,17,1,23,24,99,6,2310,1
1,2755,312,2673,7,44,51,5,19,24,124,8,2098,1
10,4010,556,3856,6,19,25,5,26,31,99,11,2570,2
13,3889,230,3791,8,15,23,2,18,20,85,10,2230,1
1,2755,312,2673,7,24,31,8,22,30,105,8,2034,1
5,2218,221,2131,4,12,16,2,13,15,39,5,1435,1
10,4010,556,3856,6,13,19,12,20,32,96,5,2508,2
13,3889,230,3791,3,18,21,6,12,18,84,8,2227,1
0,4175,477,4063,10,18,28,8,10,18,107,14,3193,2
1,2755,312,2673,9,30,39,7,12,19,119,7,2033,1
10,4010,556,3856,3,22,25,2,17,19,99,6,2422,2
13,3889,230,3791,6,14,20,7,13,20,82,10,2150,1
1,2755,312,2673,7,21,28,6,10,16,122,8,2028,1
10,4010,556,3856,3,16,19,6,21,27,91,3,2360,2
13,3889,230,3791,11,16,27,8,15,23,79,7,2109,1
0,4175,477,4063,15,23,38,7,28,35,78,15,3205,2
1,2755,312,2673,7,20,27,9,38,47,91,4,2076,1
6,5184,466,5085,1,22,23,1,24,25,108,3,3223,2
13,3889,230,3791,6,7,13,4,11,15,74,9,2247,1
1,2755,312,2673,4,23,27,4,21,25,77,5,2154,1
13,3889,230,3791,4,13,17,2,11,13,72,11,2294,1
1,2755,312,2673,3,11,14,2,9,11,51,6,1538,1
10,3672,526,3518,2,18,20,1,22,23,70,9,2335,2
13,3889,230,3791,6,11,17,12,9,21,69,4,2345,1
1,2755,312,2673,5,17,22,8,13,21,51,3,1598,1
10,3672,526,3518,6,19,25,6,16,22,76,8,2335,2
13,3889,230,3791,3,9,12,2,10,12,58,5,2347,1
14,609,83,591,7,6,13,5,2,7,14,5,534,1
0,4175,477,4063,9,21,30,10,13,23,61,9,2877,2
1,2755,312,2673,2,13,15,1,16,17,48,3,1553,1
3,1377,168,1321,3,11,14,1,8,9,27,3,999,1
6,5184,466,5085,1,24,25,1,13,14,108,6,3011,2
10,3672,526,3518,2,13,15,4,18,22,52,7,2342,2
13,3889,230,3791,10,11,21,6,11,17,59,8,2247,1
1,2755,312,2673,5,12,17,3,16,19,58,5,1548,1
10,3672,526,3518,4,22,26,4,19,23,76,7,2259,2
13,3889,230,3791,4,25,29,3,15,18,63,5,2121,1
0,4082,443,3970,8,16,24,7,15,22,64,4,3216,1
10,3672,526,3518,7,23,30,4,19,23,75,9,2155,2
13,3889,230,3791,5,13,18,1,9,10,63,9,2116,1
0,4082,443,3970,12,12,24,7,16,23,57,6,2433,1
1,2755,312,2673,6,9,15,3,13,16,38,4,1538,1
6,5184,466,5089,4,10,14,2,9,11,83,10,2996,2
9,3911,675,3759,9,2,11,4,3,7,29,41,1512,2
10,3672,526,3518,2,9,11,3,15,18,71,8,2197,2
11,4978,482,4836,11,31,42,10,13,23,72,29,2339,2
13,2163,94,2112,2,6,8,2,5,7,37,5,1726,1
1,2755,312,2673,6,33,39,6,10,16,44,5,2197,1
10,3672,526,3518,4,10,14,4,21,25,62,8,2270,2
13,3889,230,3791,7,14,21,6,7,13,71,10,2213,1
1,2755,312,2673,6,77,83,5,13,18,44,5,2286,1
10,3672,526,3518,6,13,19,4,18,22,58,11,2240,2
13,3889,230,3791,4,7,11,7,4,11,69,4,1624,1
1,2755,312,2673,6,48,54,5,10,15,46,6,2220,1
2,2939,332,2781,1,8,9,1,7,8,23,3,1910,1
10,3672,526,3518,3,16,19,4,16,20,58,10,2290,2
13,3889,230,3791,3,10,13,3,9,12,70,4,2250,1
1,2755,312,2673,2,22,24,3,8,11,29,5,1493,1
10,3672,526,3518,1,6,7,6,15,21,51,6,2247,2
13,3889,230,3791,3,8,11,3,16,19,58,5,2139,1
1,2755,312,2673,8,31,39,5,7,12,38,8,2103,1
3,1377,168,1321,3,9,12,1,8,9,34,3,927,1
10,3672,526,3518,1,11,12,4,12,16,97,3,2058,2
13,3889,230,3791,2,4,6,5,8,13,53,3,1941,1
0,4082,443,3970,8,5,13,1,10,11,39,5,3006,1
1,2755,312,2673,5,19,24,6,6,12,46,5,2122,1
13,3889,204,3791,6,11,17,2,13,15,50,7,1865,1
1,2755,312,2673,3,11,14,4,10,14,46,4,2229,1
13,3889,204,3791,5,7,12,6,6,12,52,7,1885,1
1,2755,312,2673,7,7,14,3,16,19,35,8,2245,1
10,3672,526,3518,4,8,12,1,12,13,42,4,2058,2
11,4978,466,4836,27,17,44,28,18,46,79,55,3225,2
13,3889,175,3791,12,8,20,11,10,21,47,5,2027,1
1,2755,312,2673,4,6,10,7,7,14,34,3,2270,1
10,3672,526,3518,5,6,11,4,9,13,42,6,2178,2
