state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid,Cluster
13,1570,248,1537,4,12,16,9,10,19,136,21,698,1
1,1218,165,1183,1,4,5,1,6,7,50,6,584,1
4,1223,262,1205,2,6,8,14,11,25,103,4,515,1
13,1570,248,1537,6,16,22,10,12,22,152,20,675,1
5,1520,180,1473,10,8,18,9,13,22,50,43,644,1
13,1570,278,1537,11,31,42,4,9,13,166,34,661,1
3,1091,95,1065,5,4,9,5,2,7,32,9,569,1
5,1520,180,1473,8,24,32,6,2,8,68,45,605,1
6,2619,321,2551,4,8,12,7,14,21,155,46,1041,1
13,1570,278,1537,6,22,28,1,27,28,162,36,629,1
2,1614,309,1570,10,19,29,17,6,23,103,56,669,1
13,1570,378,1537,6,24,30,5,5,10,222,49,565,1
2,1614,309,1570,8,3,11,20,15,35,95,43,668,1
5,1520,532,1473,16,3,19,13,6,19,62,41,636,2
6,2619,331,2551,8,6,14,8,13,21,161,35,1087,1
10,2390,418,2327,10,5,15,15,5,20,74,36,1134,1
13,1570,438,1537,4,14,18,2,16,18,230,35,927,2
2,1614,309,1570,6,8,14,19,11,30,92,30,672,1
6,2619,322,2551,5,4,9,7,12,19,157,34,1078,1
13,3443,552,3410,13,31,44,5,9,14,238,32,1239,2
5,1669,504,1622,5,13,18,14,8,22,70,41,602,2
6,2619,322,2551,9,3,12,6,17,23,140,37,1075,1
13,3458,544,3425,5,13,18,3,13,16,235,30,888,2
2,1614,309,1570,5,3,8,7,17,24,75,19,678,1
5,1669,504,1622,3,3,6,8,4,12,68,38,594,2
6,2619,326,2551,7,5,12,6,10,16,135,31,1096,1
13,3422,585,3389,11,49,60,2,12,14,289,27,1078,2
4,1223,262,1205,2,3,5,3,4,7,129,5,484,1
6,2619,326,2551,7,1,8,15,19,34,117,22,1119,1
13,3426,598,3393,4,14,18,1,16,17,270,33,1089,2
2,1614,309,1570,1,4,5,4,11,15,62,12,665,1
4,1223,262,1205,1,9,10,1,19,20,116,3,475,1
5,1669,504,1622,6,8,14,4,14,18,92,22,559,2
6,2619,326,2551,14,5,19,4,15,19,107,32,1116,1
12,1232,215,1209,7,9,16,23,7,30,65,46,555,1
13,3426,631,3393,8,16,24,3,13,16,278,30,1039,2
4,1223,262,1205,3,19,22,1,17,18,112,4,493,1
5,1669,504,1622,15,6,21,6,7,13,91,31,547,2
12,1232,260,1209,3,12,15,14,5,19,71,43,608,1
13,3426,646,3393,17,17,34,8,19,27,295,41,1066,2
2,1614,309,1570,9,3,12,3,7,10,46,14,693,1
5,1669,504,1622,8,3,11,2,9,11,87,29,590,2
6,2619,323,2551,6,19,25,5,18,23,98,38,1132,1
12,1232,246,1209,5,8,13,13,7,20,69,33,607,1
13,3426,735,3393,9,12,21,6,5,11,279,46,1090,2
2,1614,309,1570,3,3,6,9,14,23,35,8,724,1
5,1669,504,1622,3,3,6,6,7,13,87,28,640,2
6,2619,323,2551,2,3,5,1,7,8,95,15,747,1
12,1232,247,1209,5,7,12,3,5,8,74,40,617,1
13,3560,665,3527,9,10,19,6,41,47,254,43,1124,2
5,1669,504,1622,4,13,17,4,7,11,90,25,676,2
6,2619,323,2549,2,4,6,3,15,18,84,14,1164,1
10,2390,418,2327,13,16,29,13,4,17,90,59,1087,1
12,1232,247,1209,2,4,6,4,3,7,75,38,604,1
13,3558,725,3525,6,18,24,12,29,41,252,35,1135,2
2,1614,309,1570,4,1,5,3,7,10,27,13,706,1
5,1669,497,1622,2,4,6,2,7,9,87,25,662,2
12,1232,247,1209,8,7,15,10,3,13,79,36,600,1
13,3558,725,3525,4,9,13,2,22,24,239,29,1131,2
4,1223,430,1205,1,20,21,2,5,7,103,3,487,1
5,1669,497,1622,15,29,44,7,7,14,109,33,590,2
13,3558,725,3525,7,15,22,3,22,25,231,19,1077,2
5,1669,497,1622,3,9,12,8,2,10,116,28,588,2
6,2619,323,2549,1,4,5,1,7,8,61,8,1144,1
12,1232,247,1209,1,8,9,4,4,8,83,25,581,1
13,3558,725,3525,3,6,9,4,42,46,229,25,1120,2
5,1669,497,1622,3,10,13,2,6,8,118,37,620,2
13,3558,725,3525,4,5,9,4,31,35,198,13,1140,2
13,3558,755,3525,6,11,17,2,27,29,187,20,1130,2
5,1669,497,1622,3,26,29,2,9,11,128,24,649,2
6,2619,323,2549,3,3,6,2,8,10,32,6,1265,1
13,3558,755,3525,9,6,15,3,7,10,176,21,1195,2
5,1669,497,1622,12,1,13,10,17,27,111,26,653,2
12,1232,247,1209,5,2,7,5,7,12,73,23,612,1
13,3558,755,3525,3,11,14,3,6,9,183,19,1175,2
9,2554,601,2488,9,7,16,16,6,22,72,58,965,2
13,3558,755,3525,3,3,6,4,4,8,182,16,1112,2
5,1669,497,1622,11,5,16,4,7,11,100,30,645,2
9,2554,601,2478,5,13,18,12,4,16,99,59,1050,2
5,1669,497,1622,10,2,12,4,14,18,88,36,658,2
9,2554,601,2478,10,5,15,7,5,12,91,56,1097,2
5,1669,513,1616,6,9,15,11,7,18,90,31,664,2
13,3558,755,3525,3,8,11,3,10,13,154,15,1219,2
13,3558,755,3525,7,12,19,3,19,22,145,15,1309,2
9,2554,601,2478,12,1,13,3,6,9,83,57,1153,2
13,3558,755,3525,6,23,29,2,26,28,139,17,1280,2
9,2554,601,2478,18,2,20,18,2,20,83,52,1171,2
9,2554,601,2478,13,5,18,7,4,11,84,58,1125,2
9,2554,601,2478,5,1,6,10,3,13,82,53,1113,2
13,3558,755,3525,3,2,5,4,7,11,130,15,1043,2
13,3558,755,3525,7,2,9,5,8,13,122,15,1140,2
5,1669,513,1616,6,5,11,19,11,30,54,48,723,2
9,2554,601,2478,6,3,9,18,16,34,57,45,1210,2
10,2390,736,2327,18,5,23,22,14,36,73,55,1183,2
13,3558,755,3525,3,2,5,3,11,14,111,14,1179,2
10,2390,736,2327,17,4,21,14,6,20,70,58,1240,2
13,3558,755,3525,6,1,7,3,6,9,106,14,1177,2
3,1091,158,1039,1,5,6,6,3,9,57,4,660,1
10,2390,736,2327,17,5,22,20,17,37,75,49,1219,2
9,2554,601,2478,7,2,9,5,7,12,32,26,1083,2
10,2390,736,2327,17,12,29,11,13,24,85,52,1218,2
10,2390,736,2327,12,3,15,22,20,42,76,44,1264,2
9,2554,601,2478,4,2,6,6,4,10,27,26,1139,2
10,2390,736,2327,18,6,24,18,21,39,70,58,1315,2
9,2554,601,2478,16,2,18,7,5,12,24,39,1211,2
10,2390,736,2327,13,15,28,16,3,19,73,53,1277,2
10,2390,736,2327,12,4,16,16,6,22,69,50,1309,2
10,2390,736,2327,7,4,11,14,17,31,67,43,1319,2
9,2554,601,2478,5,2,7,6,8,14,17,20,1183,2
10,2390,736,2327,13,1,14,17,8,25,60,41,1301,2
10,2390,736,2327,13,1,14,23,6,29,60,29,1351,2
10,2390,736,2327,13,2,15,4,17,21,57,38,1366,2
5,1669,529,1616,4,1,5,7,2,9,32,17,790,2
5,1669,529,1616,3,4,7,3,5,8,31,17,756,2
10,2390,736,2327,16,1,17,12,4,16,32,53,873,2
10,2390,736,2327,5,1,6,22,5,27,22,39,1245,2
10,2390,736,2327,6,3,9,16,2,18,24,34,1243,2
9,2554,502,2478,4,3,7,9,8,17,27,19,1276,2
10,2390,736,2327,13,1,14,3,13,16,15,33,1355,2
11,887,552,783,3,2,5,12,8,20,13,32,221,2
11,887,224,783,5,1,6,15,2,17,12,25,236,1
11,887,224,783,13,1,14,9,2,11,20,34,309,1
11,887,224,783,2,3,5,6,2,8,23,35,289,1
11,887,224,783,5,4,9,6,7,13,28,35,356,1
10,2390,349,2320,13,10,23,16,2,18,19,24,1681,1
11,887,224,783,5,3,8,7,8,15,21,38,409,1
10,2390,636,2320,21,12,33,13,6,19,13,28,1628,2
11,887,224,783,6,2,8,9,10,19,15,13,374,1
10,2390,785,2320,19,15,34,17,3,20,15,28,1627,2
10,2390,785,2320,21,2,23,15,6,21,17,37,1646,2
11,887,224,783,2,5,7,4,4,8,27,37,327,1
11,887,224,783,14,2,16,9,2,11,24,44,400,1
11,887,224,783,12,8,20,16,3,19,29,40,432,1
11,887,224,783,10,1,11,15,8,23,21,36,414,1
11,887,224,783,7,7,14,5,3,8,25,39,393,1
11,887,140,783,3,8,11,7,7,14,25,36,427,1
11,887,140,783,4,1,5,5,4,9,22,35,433,1
11,887,140,783,9,10,19,6,5,11,27,38,432,1
11,887,140,783,13,3,16,7,2,9,28,44,439,1
11,887,140,783,7,3,10,16,2,18,29,35,444,1
1,1218,170,1183,1,10,11,1,14,15,56,3,843,1
11,887,112,783,3,13,16,6,5,11,37,15,445,1
11,887,112,783,7,4,11,8,4,12,37,14,454,1
11,887,112,783,5,5,10,4,6,10,36,15,476,1
11,887,112,783,5,8,13,5,10,15,34,15,487,1
11,887,112,783,4,1,5,4,3,7,32,15,485,1
11,887,112,783,6,3,9,9,9,18,28,19,483,1
11,887,112,783,6,3,9,5,5,10,26,22,496,1
11,887,112,783,4,7,11,5,4,9,28,21,477,1
11,887,112,783,7,6,13,15,5,20,25,19,504,1
11,887,112,783,8,7,15,7,3,10,29,20,487,1
11,887,112,783,12,11,23,6,11,17,29,26,465,1
11,887,112,783,10,6,16,16,5,21,30,20,439,1
11,887,112,783,6,1,7,9,3,12,28,17,477,1
11,887,112,783,8,6,14,5,3,8,31,20,482,1
11,887,112,783,8,9,17,11,5,16,33,18,501,1
11,887,112,783,6,6,12,4,3,7,36,20,475,1
1,1218,224,1185,3,12,15,1,9,10,32,13,669,1
11,887,112,783,6,5,11,5,4,9,38,19,493,1
11,887,112,783,8,12,20,6,5,11,45,22,534,1
11,887,112,783,6,4,10,7,11,18,38,21,543,1
11,887,112,783,5,3,8,5,16,21,25,21,516,1
9,2554,507,2478,5,9,14,6,6,12,82,31,1616,2
11,887,112,783,11,2,13,4,3,7,24,28,465,1
11,887,112,783,7,6,13,8,4,12,26,27,445,1
11,887,112,783,11,3,14,12,4,16,24,24,471,1
11,887,112,783,10,6,16,5,10,15,20,29,476,1
9,2554,507,2478,8,28,36,1,6,7,129,22,1600,2
11,887,112,783,16,9,25,23,5,28,24,22,473,1
11,887,112,783,18,2,20,12,5,17,20,29,497,1
11,887,114,783,6,3,9,6,2,8,21,29,504,1
9,2554,590,2466,8,35,43,10,17,27,133,48,1509,2
9,2554,590,2466,8,34,42,11,10,21,158,52,1444,2
11,887,142,783,13,5,18,13,8,21,18,24,471,1
9,2554,590,2466,12,28,40,4,4,8,162,60,1318,2
11,887,142,783,13,6,19,12,4,16,20,25,485,1
1,1218,224,1185,3,10,13,8,12,20,66,6,648,1
11,887,142,783,11,3,14,6,3,9,24,31,508,1
9,2566,507,2478,11,39,50,1,15,16,165,56,1568,2
11,887,142,783,12,3,15,14,2,16,29,25,518,1
11,1233,242,1107,8,7,15,5,5,10,32,32,512,1
11,887,142,783,10,10,20,8,7,15,34,34,531,1
11,887,142,783,14,10,24,13,9,22,36,34,548,1
11,887,142,783,12,12,24,14,7,21,41,32,534,1
11,887,142,783,19,8,27,16,12,28,37,35,536,1
11,887,142,783,9,12,21,15,11,26,41,26,478,1
11,887,170,783,23,17,40,21,8,29,50,18,417,1
11,887,170,783,15,21,36,4,7,11,64,29,333,1
11,887,198,783,14,27,41,4,9,13,82,39,310,1
1,1218,224,1185,3,20,23,3,10,13,124,8,723,1
11,887,448,783,31,49,80,21,29,50,104,47,221,2
11,887,448,783,23,38,61,16,23,39,114,49,235,2
12,1202,179,1179,5,2,7,3,4,7,30,23,833,1
0,2646,232,2579,5,1,6,6,4,10,44,17,227,1
6,2619,235,2549,20,3,23,11,2,13,28,34,1698,1
10,2390,193,2320,23,1,24,21,3,24,25,51,1587,1
0,2646,232,2579,7,10,17,5,6,11,48,18,237,1
6,2619,251,2549,4,7,11,7,2,9,33,20,1778,1
0,2646,232,2579,13,6,19,6,6,12,48,25,246,1
6,2619,251,2549,4,9,13,5,3,8,55,30,1843,1
10,2390,193,2320,9,3,12,19,3,22,22,18,1735,1
0,2646,232,2579,1,8,9,8,4,12,49,33,228,1
6,2619,251,2549,5,9,14,4,9,13,57,28,1822,1
10,2390,193,2320,28,1,29,14,2,16,21,33,1732,1
6,2619,251,2549,8,5,13,13,8,21,55,19,1693,1
1,1304,320,1271,2,10,12,1,8,9,137,6,732,1
12,1202,179,1179,3,3,6,5,5,10,22,11,804,1
0,2646,232,2579,4,4,8,3,15,18,39,16,234,1
10,2390,193,2320,14,4,18,15,3,18,19,23,1706,1
12,1202,179,1179,2,3,5,3,4,7,21,10,836,1
6,2619,262,2549,4,12,16,6,10,16,82,20,1732,1
10,2390,193,2320,28,2,30,19,2,21,16,30,1731,1
0,2646,232,2579,6,3,9,6,4,10,35,15,258,1
6,2619,262,2549,2,7,9,4,4,8,82,19,1788,1
0,2646,232,2579,6,2,8,1,10,11,27,20,254,1
1,1304,320,1271,5,8,13,2,6,8,151,6,783,1
6,2619,262,2549,2,13,15,4,3,7,85,19,1838,1
10,2390,193,2320,14,1,15,15,9,24,15,33,1823,1
0,2646,232,2579,12,3,15,8,4,12,26,27,243,1
6,2619,262,2549,4,4,8,4,6,10,80,17,1766,1
13,2647,87,2510,3,3,6,5,2,7,16,4,1795,1
6,2619,262,2549,3,9,12,3,11,14,78,17,1608,1
10,2390,193,2319,19,9,28,19,6,25,12,28,1655,1
0,2646,232,2579,7,5,12,12,3,15,48,29,268,1
6,2619,262,2549,1,10,11,4,4,8,77,12,1671,1
0,2646,232,2579,4,2,6,9,6,15,43,22,280,1
6,2619,262,2549,1,4,5,2,10,12,70,12,1706,1
10,2390,193,2319,25,17,42,15,2,17,19,35,1661,1
6,2619,262,2549,3,5,8,3,7,10,61,9,1659,1
10,2390,193,2319,19,26,45,13,5,18,30,34,1702,1
0,2646,232,2579,6,10,16,4,4,8,72,20,259,1
6,2619,262,2549,2,14,16,3,15,18,60,7,1667,1
10,2390,193,2319,36,14,50,11,6,17,42,56,1698,1
6,2619,262,2549,3,5,8,3,9,12,59,5,1600,1
0,2646,270,2579,7,10,17,6,7,13,80,34,244,1
0,2646,270,2579,4,4,8,13,14,27,70,25,235,1
6,2619,262,2549,2,4,6,2,9,11,48,8,1747,1
0,2646,270,2579,9,5,14,9,10,19,64,23,234,1
6,2619,262,2549,14,16,30,1,8,9,52,20,1646,1
0,2646,270,2579,3,3,6,13,12,25,54,14,231,1
10,2390,224,2319,21,12,33,30,18,48,47,53,1759,1
6,2619,275,2549,4,24,28,2,6,8,94,30,1540,1
10,2390,224,2319,28,14,42,31,5,36,46,51,1687,1
12,1202,179,1179,4,9,13,1,6,7,48,5,876,1
0,2646,270,2579,18,2,20,3,9,12,39,42,222,1
10,2390,328,2319,17,19,36,20,7,27,48,47,1634,1
0,2646,270,2579,8,8,16,12,11,23,38,33,226,1
6,2619,275,2549,1,57,58,5,2,7,141,22,1591,1
10,2390,328,2319,23,4,27,27,10,37,49,43,1661,1
0,2646,270,2579,8,8,16,3,8,11,42,40,242,1
10,2390,328,2319,20,4,24,25,12,37,47,40,1771,1
0,2646,270,2579,13,8,21,24,5,29,42,28,229,1
6,2619,275,2549,2,13,15,15,3,18,140,10,1675,1
10,2390,328,2319,21,19,40,14,20,34,53,55,1709,1
3,1091,51,1039,4,6,10,8,3,11,20,5,870,1
10,2390,328,2319,25,7,32,23,22,45,43,51,1740,1
3,1091,51,1039,3,15,18,3,5,8,30,5,844,1
6,2619,275,2549,5,14,19,3,8,11,141,7,1626,1
10,2390,328,2319,19,9,28,23,8,31,41,44,1702,1
10,2390,328,2319,25,7,32,25,18,43,43,53,1686,1
3,1091,51,1039,3,3,6,2,7,9,33,6,747,1
6,2619,275,2549,10,24,34,1,8,9,141,17,1415,1
10,2390,328,2319,15,5,20,18,19,37,39,49,1625,1
3,1091,72,1039,8,2,10,4,4,8,31,10,789,1
6,2619,275,2549,21,4,25,1,8,9,135,38,1448,1
10,2390,328,2319,20,2,22,22,5,27,37,48,1612,1
1,1298,320,1265,1,13,14,1,8,9,69,5,797,1
2,1454,232,1381,3,12,15,3,4,7,37,7,1018,1
6,2619,281,2549,11,36,47,2,9,11,172,20,1514,1
10,2390,328,2319,24,1,25,19,2,21,36,50,1667,1
1,1298,213,1265,2,6,8,1,10,11,67,7,817,1
2,1454,232,1381,8,16,24,2,6,8,48,13,1017,1
3,1091,72,1039,5,1,6,5,2,7,28,10,859,1
10,2390,328,2319,19,2,21,22,13,35,28,44,1713,1
12,1202,179,1179,4,1,5,1,7,8,12,12,892,1
2,1454,260,1381,1,11,12,7,10,17,50,7,971,1
3,1091,72,1039,2,3,5,5,4,9,27,7,865,1
6,2619,316,2549,3,32,35,5,7,12,189,29,1658,1
10,2390,328,2319,15,9,24,19,17,36,30,44,1760,1
2,1454,260,1381,4,16,20,2,11,13,55,9,864,1
10,2390,328,2319,16,1,17,21,9,30,28,31,1729,1
2,1454,260,1381,4,13,17,4,9,13,58,9,864,1
3,1091,72,1039,4,1,5,3,7,10,22,8,810,1
6,2619,316,2549,3,25,28,5,11,16,198,21,1486,1
2,1454,260,1381,2,7,9,3,9,12,56,8,931,1
3,1091,72,1039,4,3,7,2,8,10,21,10,881,1
6,2619,316,2549,7,29,36,1,43,44,175,22,1428,1
1,1298,213,1265,3,16,19,1,17,18,43,6,829,1
3,1091,72,1039,2,4,6,7,5,12,20,5,790,1
6,2619,336,2549,6,33,39,2,5,7,189,24,1487,1
1,1298,213,1265,3,16,19,1,18,19,43,6,897,1
1,1298,213,1265,1,23,24,1,18,19,91,6,836,1
3,1091,72,1039,3,5,8,3,4,7,24,8,853,1
6,2619,336,2549,7,60,67,4,15,19,222,30,1570,1
1,1298,213,1265,3,13,16,2,11,13,93,7,851,1
6,2619,336,2549,7,46,53,5,9,14,264,24,1556,1
6,2619,341,2549,4,58,62,2,34,36,265,23,1537,1
6,2619,341,2549,5,11,16,1,10,11,254,24,1476,1
6,2619,341,2549,1,23,24,4,28,32,249,19,1428,1
1,1298,213,1265,2,32,34,2,25,27,117,5,815,1
6,2619,341,2549,1,14,15,5,10,15,235,20,1565,1
6,2619,341,2549,9,14,23,2,28,30,202,27,1615,1
6,2619,341,2549,3,20,23,2,17,19,192,26,1614,1
6,2619,341,2549,8,25,33,5,45,50,167,23,1625,1
6,2619,341,2549,9,13,22,3,43,46,137,25,1534,1
1,1298,213,1265,3,18,21,1,32,33,140,6,812,1
6,2619,341,2549,3,12,15,3,10,13,142,23,1456,1
1,1298,213,1265,1,20,21,1,21,22,143,6,854,1
6,2619,341,2549,4,10,14,2,16,18,132,27,1529,1
6,2619,341,2549,4,5,9,6,11,17,121,26,1565,1
6,2619,341,2549,4,5,9,6,19,25,108,26,1609,1
6,2619,341,2549,4,17,21,2,11,13,116,26,1610,1
6,2619,341,2549,5,7,12,4,16,20,110,24,1599,1
3,1091,72,1039,1,5,6,4,3,7,20,7,838,1
6,2619,341,2549,6,15,21,3,25,28,100,23,1500,1
3,1091,72,1039,2,14,16,3,5,8,29,6,790,1
5,1889,236,1836,3,23,26,1,8,9,101,6,911,1
6,2619,341,2549,4,9,13,3,19,22,91,20,1524,1
6,2619,341,2549,3,9,12,4,17,21,81,22,1556,1
13,3154,908,3017,2,9,11,1,29,30,59,9,1768,0
3,1091,76,1039,3,6,9,3,12,15,25,8,884,1
6,2619,341,2549,3,14,17,8,9,17,89,12,1561,1
12,1202,179,1179,3,2,5,6,3,9,39,11,924,1
2,1446,281,1373,3,5,8,3,17,20,22,4,944,1
5,1889,236,1836,2,3,5,2,21,23,62,3,992,1
6,2619,341,2549,1,11,12,3,17,20,73,12,1603,1
6,2619,341,2549,4,12,16,2,9,11,78,11,1465,1
12,1202,179,1179,4,2,6,2,16,18,23,16,849,1
1,1298,213,1265,4,1,5,1,8,9,50,6,913,1
3,1091,125,1039,6,13,19,2,8,10,126,8,804,1
6,2619,341,2549,3,8,11,2,5,7,72,9,1601,1
3,1091,125,1039,2,7,9,2,9,11,124,8,800,1
6,2619,341,2549,1,10,11,1,14,15,69,11,1666,1
3,1091,125,1039,3,6,9,5,47,52,82,6,812,1
2,1446,281,1373,2,10,12,4,16,20,32,5,906,1
3,1091,126,1039,2,68,70,3,29,32,121,5,654,1
6,2619,341,2549,3,16,19,2,11,13,82,9,1538,1
12,1202,179,1179,3,4,7,6,2,8,16,11,807,1
3,1091,161,1039,7,15,22,1,16,17,138,11,788,1
6,2619,341,2549,2,14,16,1,18,19,90,11,1499,1
3,1091,187,1039,3,16,19,1,22,23,132,13,762,1
5,1889,236,1836,4,5,9,1,6,7,72,5,1012,1
2,1446,303,1373,4,49,53,2,20,22,136,3,906,1
3,1091,187,1039,3,4,7,2,26,28,111,12,764,1
5,1889,236,1836,3,14,17,2,14,16,72,5,999,1
6,2619,341,2549,4,7,11,3,18,21,89,20,1589,1
10,2390,328,2319,28,6,34,18,2,20,20,32,1596,1
2,1446,303,1373,3,28,31,1,10,11,152,5,887,1
3,1091,187,1039,2,18,20,3,25,28,100,13,774,1
4,1331,633,1309,2,45,47,4,45,49,307,3,628,2
5,1889,236,1836,2,4,6,3,13,16,63,4,996,1
10,2390,328,2319,20,1,21,23,4,27,18,31,1627,1
2,1498,355,1425,4,68,72,3,16,19,205,6,872,1
3,1091,187,1039,4,3,7,5,12,17,90,12,743,1
5,1889,236,1836,2,38,40,1,17,18,82,5,1001,1
2,1498,378,1425,2,44,46,4,15,19,232,4,927,1
3,1091,187,1039,2,7,9,4,9,13,88,10,767,1
5,1889,236,1836,6,19,25,1,16,17,87,10,885,1
6,2619,341,2549,1,25,26,2,12,14,118,17,1476,1
12,1202,179,1179,7,23,30,5,3,8,44,20,775,1
1,1298,213,1265,3,29,32,1,23,24,107,11,814,1
3,1091,187,1039,5,46,51,4,10,14,124,15,732,1
5,1889,236,1836,2,17,19,6,11,17,93,6,909,1
6,2619,341,2549,3,9,12,1,12,13,116,15,1377,1
10,2390,328,2319,23,6,29,17,2,19,25,41,1554,1
12,1202,179,1179,8,9,17,6,4,10,49,22,770,1
5,1889,236,1836,3,30,33,4,18,22,104,5,859,1
6,2619,341,2549,1,33,34,1,9,10,135,18,1339,1
12,1202,179,1179,1,13,14,4,4,8,58,19,836,1
13,3154,949,3011,9,58,67,1,46,47,271,32,1280,0
1,1298,213,1265,12,52,64,2,37,39,132,18,829,1
3,1091,187,1039,4,18,22,7,14,21,128,13,738,1
5,1889,236,1836,4,20,24,2,8,10,116,7,895,1
6,2619,341,2549,3,17,20,3,17,20,130,13,1398,1
13,3154,949,3011,11,59,70,8,26,34,281,29,1360,0
1,1298,213,1265,12,39,51,1,9,10,153,22,855,1
3,1091,187,1039,4,27,31,2,15,17,139,15,774,1
5,1889,236,1836,2,33,35,4,17,21,132,5,989,1
6,2619,341,2549,1,11,12,2,12,14,122,13,1495,1
10,2390,328,2319,32,13,45,19,8,27,26,59,1718,1
1,1298,213,1265,12,29,41,2,31,33,165,21,870,1
3,1091,187,1039,11,22,33,7,38,45,121,19,796,1
5,1889,236,1836,2,18,20,1,18,19,132,6,1045,1
6,2619,341,2549,2,15,17,2,11,13,121,13,1578,1
13,3154,963,3091,3,61,64,2,25,27,296,20,1457,0
3,1091,187,1039,3,23,26,4,7,11,137,18,745,1
6,2619,341,2549,8,30,38,3,9,12,138,21,1590,1
13,3154,583,3091,3,68,71,2,42,44,301,25,1481,2
1,1298,213,1265,8,13,21,4,23,27,141,24,795,1
3,1091,187,1039,4,29,33,3,24,27,142,19,749,1
12,1231,208,1208,7,33,40,2,15,17,86,26,844,1
13,3154,583,3091,6,61,67,2,48,50,310,24,1436,2
1,1298,213,1265,19,34,53,2,15,17,155,34,803,1
2,1493,409,1420,2,39,41,3,12,15,203,5,714,1
3,1091,187,1039,6,9,15,1,19,20,130,24,671,1
12,1231,208,1208,6,14,20,11,10,21,90,29,802,1
2,1493,409,1420,2,35,37,1,30,31,209,6,790,1
3,1091,187,1039,1,30,31,3,22,25,184,20,804,1
5,1889,236,1836,2,34,36,1,11,12,147,4,952,1
6,2619,341,2549,5,33,38,2,22,24,161,39,1490,1
12,1231,208,1208,6,11,17,6,14,20,88,28,854,1
13,3154,583,3091,7,45,52,3,36,39,292,25,1203,2
1,1298,213,1265,17,53,70,3,40,43,181,32,854,1
3,1091,187,1039,6,28,34,8,15,23,163,20,721,1
5,1889,611,1836,7,39,46,2,18,20,159,9,921,2
6,2619,341,2549,10,27,37,3,15,18,163,44,1540,1
12,1231,208,1208,15,22,37,3,11,14,103,35,850,1
1,1298,213,1265,20,14,34,2,54,56,180,31,859,1
2,1493,409,1420,2,33,35,1,22,23,217,3,834,1
3,1091,187,1039,6,20,26,8,15,23,171,27,712,1
5,1889,611,1836,3,41,44,1,27,28,174,10,928,2
6,2619,341,2549,3,13,16,5,31,36,140,41,1590,1
12,1231,212,1208,8,21,29,3,14,17,111,39,796,1
13,3154,583,3091,6,60,66,3,40,43,305,15,1292,2
2,1573,433,1500,1,72,73,1,23,24,262,3,811,2
3,1091,243,1039,6,25,31,1,34,35,138,26,751,1
5,2170,701,2117,3,25,28,2,18,20,217,13,1055,2
12,1231,212,1208,8,14,22,3,22,25,103,38,888,1
1,1298,213,1265,6,59,65,1,47,48,206,15,814,1
2,1573,433,1500,2,48,50,1,41,42,278,4,812,2
3,1091,243,1039,12,39,51,3,13,16,164,35,722,1
5,2170,701,2117,6,36,42,3,29,32,224,17,1051,2
6,2619,341,2549,5,29,34,3,16,19,172,47,1629,1
8,1292,224,1249,2,41,43,1,36,37,203,3,801,1
12,1231,212,1208,5,9,14,6,17,23,95,35,764,1
5,2170,701,2113,1,26,27,1,53,54,197,17,1084,2
6,2619,341,2549,3,23,26,3,11,14,168,49,1644,1
12,1307,268,1284,3,15,18,7,12,19,98,32,695,1
2,1573,402,1500,4,39,43,1,37,38,273,4,762,1
3,1091,243,1039,7,16,23,3,23,26,148,27,725,1
5,2170,701,2113,1,32,33,6,40,46,189,12,1051,2
12,1307,268,1284,6,28,34,4,15,19,113,30,750,1
13,3154,595,3091,3,57,60,1,35,36,318,19,1128,2
2,1573,402,1500,1,77,78,1,34,35,303,4,779,2
3,1091,243,1039,1,5,6,7,25,32,128,21,677,1
6,2619,341,2549,3,17,20,7,18,25,156,37,1527,1
12,1307,268,1284,10,34,44,7,22,29,124,36,743,1
13,3154,595,3091,5,69,74,4,52,56,334,27,1100,2
1,1924,273,1863,14,47,61,1,53,54,273,17,1296,1
5,2170,701,2113,5,19,24,3,43,46,169,11,971,2
12,1307,268,1284,4,7,11,2,17,19,114,38,737,1
1,1924,273,1863,13,37,50,1,56,57,268,17,1305,1
6,2619,341,2549,4,18,22,4,28,32,147,23,1596,1
13,3154,595,3087,6,28,34,1,51,52,330,27,1201,2
1,1924,273,1863,6,22,28,1,41,42,240,14,1377,1
3,1091,243,1039,12,29,41,5,11,16,107,22,725,1
12,1307,268,1284,8,15,23,18,11,29,126,31,825,1
5,2170,701,2113,3,29,32,4,41,45,153,9,1094,2
6,2619,359,2549,1,45,46,2,24,26,181,16,1625,1
12,1307,268,1284,6,34,40,4,25,29,136,30,766,1
2,1529,358,1456,4,45,49,3,48,51,261,5,744,1
3,1101,248,1049,6,44,50,2,8,10,151,24,685,1
5,2170,701,2113,2,36,38,3,41,44,147,8,1036,2
6,2728,359,2658,4,42,46,2,19,21,182,20,1565,1
12,1307,268,1284,4,22,26,12,17,29,141,22,753,1
1,1924,273,1863,10,67,77,4,33,37,327,10,1079,1
3,1101,248,1049,15,45,60,10,44,54,146,31,624,1
5,2170,701,2113,4,42,46,5,32,37,157,7,979,2
6,2728,359,2658,10,35,45,2,16,18,192,22,1471,1
8,1292,224,1249,3,21,24,3,18,21,163,4,695,1
